timestamp,product,units_sold,weather,festival_events
2025-12-26 12:00:00,Croissant,22,overcast,0
2025-12-26 12:00:00,Bagel,13,overcast,0
2025-12-26 12:00:00,Coffee,73,overcast,0
2025-12-26 12:00:00,Latte,79,overcast,0
2025-12-26 12:00:00,Iced Coffee,23,overcast,0
2025-12-26 16:00:00,Danish,10,overcast,0
2025-12-26 16:00:00,Muffins,16,overcast,0
2025-12-26 16:00:00,Croissant,12,overcast,0
2025-12-26 16:00:00,Bagel,7,overcast,0
2025-12-26 16:00:00,Coffee,39,overcast,0
2025-12-26 16:00:00,Latte,30,overcast,0
2025-12-26 16:00:00,Iced Coffee,12,overcast,0
2025-12-27 08:00:00,Danish,23,overcast,1
2025-12-27 08:00:00,Muffins,40,overcast,1
2025-12-27 08:00:00,Croissant,29,overcast,1
2025-12-27 08:00:00,Bagel,20,overcast,1
2025-12-27 08:00:00,Coffee,100,overcast,1
2025-12-27 08:00:00,Latte,83,overcast,1
2025-12-27 08:00:00,Iced Coffee,36,overcast,1
2025-12-27 12:00:00,Danish,29,overcast,1
2025-12-27 12:00:00,Muffins,53,overcast,1
2025-12-27 12:00:00,Croissant,35,overcast,1
2025-12-27 12:00:00,Bagel,24,overcast,1
2025-12-27 12:00:00,Coffee,100,overcast,1
2025-12-27 12:00:00,Latte,100,overcast,1
2025-12-27 12:00:00,Iced Coffee,38,overcast,1
2025-12-27 16:00:00,Danish,17,overcast,1
2025-12-27 16:00:00,Muffins,29,overcast,1
2025-12-27 16:00:00,Croissant,22,overcast,1
2025-12-27 16:00:00,Bagel,15,overcast,1
2025-12-27 16:00:00,Coffee,81,overcast,1
2025-12-27 16:00:00,Latte,66,overcast,1
2025-12-27 16:00:00,Iced Coffee,22,overcast,1
2025-12-28 08:00:00,Danish,21,overcast,0
2025-12-28 08:00:00,Muffins,31,overcast,0
2025-12-28 08:00:00,Croissant,22,overcast,0
2025-12-28 08:00:00,Bagel,18,overcast,0
2025-12-28 08:00:00,Coffee,93,overcast,0
2025-12-28 08:00:00,Latte,56,overcast,0
2025-12-28 08:00:00,Iced Coffee,25,overcast,0
2025-12-28 12:00:00,Danish,27,overcast,0
2025-12-28 12:00:00,Muffins,48,overcast,0
2025-12-28 12:00:00,Croissant,28,overcast,0
2025-12-28 12:00:00,Bagel,19,overcast,0
2025-12-28 12:00:00,Coffee,99,overcast,0
2025-12-28 12:00:00,Latte,96,overcast,0
2025-12-28 12:00:00,Iced Coffee,34,overcast,0
2025-12-28 16:00:00,Danish,14,overcast,0
2025-12-28 16:00:00,Muffins,22,overcast,0
2025-12-28 16:00:00,Croissant,20,overcast,0
2025-12-28 16:00:00,Bagel,10,overcast,0
2025-12-28 16:00:00,Coffee,57,overcast,0
2025-12-28 16:00:00,Latte,51,overcast,0
2025-12-28 16:00:00,Iced Coffee,22,overcast,0
2025-12-29 08:00:00,Danish,14,overcast,0
2025-12-29 08:00:00,Muffins,21,overcast,0
2025-12-29 08:00:00,Croissant,15,overcast,0
2025-12-29 08:00:00,Bagel,11,overcast,0
2025-12-29 08:00:00,Coffee,59,overcast,0
2025-12-29 08:00:00,Latte,42,overcast,0
2025-12-29 08:00:00,Iced Coffee,17,overcast,0
2025-12-29 12:00:00,Danish,17,overcast,0
2025-12-29 12:00:00,Muffins,27,overcast,0
2025-12-29 12:00:00,Croissant,21,overcast,0
2025-12-29 12:00:00,Bagel,13,overcast,0
2025-12-29 12:00:00,Coffee,70,overcast,0
2025-12-29 12:00:00,Latte,61,overcast,0
2025-12-29 12:00:00,Iced Coffee,26,overcast,0
2025-12-29 16:00:00,Danish,11,overcast,0
2025-12-29 16:00:00,Muffins,17,overcast,0
2025-12-29 16:00:00,Croissant,14,overcast,0
2025-12-29 16:00:00,Bagel,8,overcast,0
2025-12-29 16:00:00,Coffee,39,overcast,0
2025-12-29 16:00:00,Latte,35,overcast,0
2025-12-29 16:00:00,Iced Coffee,14,overcast,0
2025-12-30 08:00:00,Danish,15,sunny,0
2025-12-30 08:00:00,Muffins,21,sunny,0
2025-12-30 08:00:00,Croissant,15,sunny,0
2025-12-30 08:00:00,Bagel,11,sunny,0
2025-12-30 08:00:00,Coffee,51,sunny,0
2025-12-30 08:00:00,Latte,43,sunny,0
2025-12-30 08:00:00,Iced Coffee,31,sunny,0
2025-12-30 12:00:00,Danish,17,sunny,0
2025-12-30 12:00:00,Muffins,37,sunny,0
2025-12-30 12:00:00,Croissant,23,sunny,0
2025-12-30 12:00:00,Bagel,13,sunny,0
2025-12-30 12:00:00,Coffee,59,sunny,0
2025-12-30 12:00:00,Latte,56,sunny,0
2025-12-30 12:00:00,Iced Coffee,36,sunny,0
2025-12-30 16:00:00,Danish,9,sunny,0
2025-12-30 16:00:00,Muffins,14,sunny,0
2025-12-30 16:00:00,Croissant,12,sunny,0
2025-12-30 16:00:00,Bagel,8,sunny,0
2025-12-30 16:00:00,Coffee,45,sunny,0
2025-12-30 16:00:00,Latte,27,sunny,0
2025-12-30 16:00:00,Iced Coffee,23,sunny,0
2025-12-31 08:00:00,Danish,14,overcast,0
2025-12-31 08:00:00,Muffins,24,overcast,0
2025-12-31 08:00:00,Croissant,15,overcast,0
2025-12-31 08:00:00,Bagel,11,overcast,0
2025-12-31 08:00:00,Coffee,67,overcast,0
2025-12-31 08:00:00,Latte,51,overcast,0
2025-12-31 08:00:00,Iced Coffee,21,overcast,0
2025-12-31 12:00:00,Danish,16,overcast,0
2025-12-31 12:00:00,Muffins,29,overcast,0
2025-12-31 12:00:00,Croissant,23,overcast,0
2025-12-31 12:00:00,Bagel,16,overcast,0
2025-12-31 12:00:00,Coffee,75,overcast,0
2025-12-31 12:00:00,Latte,70,overcast,0
2025-12-31 12:00:00,Iced Coffee,22,overcast,0
2025-12-31 16:00:00,Danish,11,overcast,0
2025-12-31 16:00:00,Muffins,14,overcast,0
2025-12-31 16:00:00,Croissant,12,overcast,0
2025-12-31 16:00:00,Bagel,8,overcast,0
2025-12-31 16:00:00,Coffee,44,overcast,0
2025-12-31 16:00:00,Latte,31,overcast,0
2025-12-31 16:00:00,Iced Coffee,12,overcast,0
